no,district,name,type,address,phone,googlemap_url,hours_text
174,คลองเตย,Suanplern Market - สวนเพลิน     มาร์เก็ต,คอมมูนิตี้มอลล์,3654 ถนนพระราม4 แขวงคลองตัน เขตคลองเตย กรุงเทพมหานคร 10110,0 2249 8854,https://maps.app.goo.gl/bqbskn6HYRgxfLXq7,ไม่พบข้อมูล
175,คลองเตย,ในป่า อาร์ท คอมเพลกส์ (Naiipa Art Complex),อาคารสำนักงาน,46 ถนนสุขุมวิท แขวงพระโขนง เขตคลองเตย กรุงเทพมหานคร 10110,065 551 4147,https://maps.app.goo.gl/ytK1z6FgaRPh1b338,ไม่พบข้อมูล
176,คลองเตย,Puzzle Room Bangkok,สวนสนุก,21/8 ซอยสุขุมวิท18 แขวงคลองตัน เขตคลองเตย กรุงเทพมหานคร 10110,063 939 9080,https://maps.app.goo.gl/j47N8VAfmrALR6tu5,เปิดทุกวัน 11:00-22:00
177,คลองเตย,สีลมซาวน่า สุขุมวิท22,สถานบริการ,401/17 ซอยสุขุมวิท22 แขวงคลองตัน เขตคลองเตย กรุงเทพมหานคร 10110,02 663 4010,https://maps.app.goo.gl/MGrgKFNrrU5xi7hW6,ไม่พบข้อมูล
178,ลาดกระบัง,พิพิธภัณฑ์ท้องถิ่นกรุงเทพมหานคร เขตลาดกระบัง,พิพิธภัณฑ์,132 ถนนเลียบคลองมอญ แขวงทับยาว เขตลาดกระบัง  กรุงเทพมหานคร 10520,0 2360 6520,https://goo.gl/maps/7BZ4xNsmWmPj9Vvj7,พุธ-อาทิตย์ 09:00-17:00
179,ลาดกระบัง,พิพิธภัณฑ์งูสยามเซอร์เพนทาเรียม Siam Serpentarium,พิพิธภัณฑ์,969 ถนนหลวงแพ่ง แขวงลาดกระบัง เขตลาดกระบัง กรุงเทพมหานคร 10520,0 2326 5800,https://goo.gl/maps/3iGFxuu83v6EAkNU9,จันทร์-ศุกร์ 10:00-17:00 เสาร์-อาทิตย์ 10:00-18:00
180,ลาดกระบัง,วัดสุทธาโภชน์,วัด,39 ถนนฉลองกรุง แขวงทับยาว เขตลาดกระบัง กรุงเทพมหานคร 10520,"0 2360 6078, 0 2360 6058",https://goo.gl/maps/cZ6Z4x9U3g6MEbJC9,ไม่พบข้อมูล
181,ลาดกระบัง,ห้องสมุดสีเขียว Green Library,ห้องสมุดเพื่อการเรียนรู้,160/462 ถนนเคหะร่มเกล้า แขวงคลองสองต้นนุ่น เขตลาดกระบัง กรุงเทพมหานคร 10520,0 2543 9187,https://goo.gl/maps/zyakAo1VioTyxVNp9,ไม่พบข้อมูล
182,ลาดกระบัง,ตลาดหัวตะเข้,ตลาด/ชุมชนเก่าแก่,ซอยกระบัง 17 ถนนลาดกระบัง แขวงลาดกระบัง  เขตลาดกระบัง กรุงเทพมหานคร 10520,"08 3771 4111, 08 3043 1845",https://goo.gl/maps/9umJVP29yoi4pBUz7,เปิดทุกวัน 08:00-18:00
183,ลาดกระบัง,วัดลานบุญ (วัดหนึ่ง),วัด,1 หมู่ 7 แขวงลาดกระบัง เขตลาดกระบัง กรุงเทพมหานคร 10520,0 2329 0909,https://goo.gl/maps/wQW9LMuJsgDhLH227,ศุกร์-อาทิตย์ 08:30-17:00
184,ลาดกระบัง,ตลาดหลวงแพ่ง,ตลาด/ชุมชนเก่าแก่,ซอยหลวงแพ่ง 5 แขวงขุมทอง เขตลาดกระบัง กรุงเทพมหานคร 10520,08 1285 5646,https://goo.gl/maps/nzfmmDxXPzsS1TjNA,เสาร์-อาทิตย์ 10:00-16:00
185,ลาดกระบัง,สวนพระนคร กรุงเทพมหานคร,สวนสาธารณะ,569 ถนนลาดกระบัง แขวงลาดกระบัง เขตลาดกระบัง กรุงเทพมหานคร 10520,06 2596 1056,https://goo.gl/maps/qzhPtg8NdGDsEvJ38,เปิดทุกวัน 05:00-21:00
186,ลาดกระบัง,ตลาดนัดสุวรรณภูมิ,ตลาด/แหล่งจับจ่ายใช้สอย,2104 ถนนลาดกระบัง แขวงลาดกระบัง เขตลาดกระบัง กรุงเทพมหานคร 10520,"08 5934 0563, 09 1813 7540",https://goo.gl/maps/3hxcvwQbrABhasiY6,เปิดทุกวัน 16:00-21:00
187,ลาดกระบัง,The Paseo Mall,คอมมูนิตี้มอลล์,318/5 ถนนลาดกระบัง  แขวงลาดกระบัง เขตลาดกระบัง กรุงเทพมหานคร  10520,"0 2329 8999, 0 2329 8880",https://goo.gl/maps/8QaFXu2cMjrcE4UW6,เปิดทุกวัน 10:00-22:00
188,ลาดกระบัง,หอสมุดแห่งชาติเขตลาดกระบัง เฉลิมพระเกียรติ,หอสมุด,280/8 ถนนฉลองกรุง แขวงลาดกระบัง  เขตลาดกระบัง  กรุงเทพมหานคร  10520,0 2739 2298,https://goo.gl/maps/zR8XZD3y1EEQjBU68,ไม่พบข้อมูล
189,สัมพันธวงศ์,วัดไตรมิตรวิทยารามวรวิหาร,วัด,661 ถนนเจริญกรุง แขวงตลาดน้อย เขตสัมพันธวงศ์ กรุงเทพฯ 10100,08 9002 2400,https://goo.gl/maps/1sH6CoiJea33KZk3A,08:00-17:00
190,สัมพันธวงศ์,วัดสัมพันธวงศารามวรวิหาร,วัด,579 ถนนทรงสวัสดิ์ แขวงสัมพันธวงศ์ เขตสัมพันธวงศ์ กรุงเทพฯ 10100,"0 2222 5840, 0 2622 5210",https://goo.gl/maps/SExJhyfPXJgKJmiw5,ไม่พบข้อมูล
191,สัมพันธวงศ์,ธนาคารไทยพาณิชย์ สาขาตลาดน้อย,สถาปัตยกรรมทรงคุณค่า/พิพิธภัณฑ์,1280 ถนนโยธา แขวงตลาดน้อย เขตสัมพันธวงศ์ กรุงเทพฯ 10100,0 2237 5001-4,https://goo.gl/maps/7Qnq7fQ99XpbXUnT6,ไม่พบข้อมูล
192,สัมพันธวงศ์,วัดแม่พระลูกประคำ (กาลหว่าร์),โบสถ์คริสต์,987 ซอยวานิช 2 แขวงตลาดน้อย เขตสัมพันธวงศ์ กรุงเทพฯ 10100,0 2266 4849,https://goo.gl/maps/9dYRJhB2wfTwQR6T8,ไม่พบข้อมูล
193,สัมพันธวงศ์,ศาลเจ้าเล่าปุนเถ้ากง,ศาลเจ้าจีน,833 ซอยอิศรานุภาพ ถนนทรงวาด เขตสัมพันธวงศ์ กรุงเทพฯ 10100,"0 2221 6598, 0 2622 4665",https://goo.gl/maps/q3njTxMjsEJ1XTrh6,เปิดทุกวัน 07:00-17:00
194,สัมพันธวงศ์,ศาลเจ้าเล่งบ๊วยเอี๊ยะ,ศาลเจ้าจีน,125 ซอยเยาวราช 6  แขวงสัมพันธวงศ์ เขตสัมพันธวงศ์ กรุงเทพฯ 10100,08 1614 5992,https://goo.gl/maps/yjzqWYDnYuMunspp7,ไม่พบข้อมูล
195,สัมพันธวงศ์,ตลาดน้อย Street Art,สตรีทอาร์ตริมกำแพงและผนังอาคาร,สามารถเดินชมโดยเริ่มจากซอยเจริญกรุง 22 ถึงซอยเจริญกรุง 32 เขตสัมพันธวงศ์,,https://goo.gl/maps/1Nf1UdfRBdfbqcxQ7,ไม่พบข้อมูล
196,สัมพันธวงศ์,พิพิธภัณฑ์ท้องถิ่นเขตสัมพันธวงศ์,พิพิธภัณฑ์,1460 ถนนทรงวาด แขวงสัมพันธวงศ์ เขตสัมพันธวงศ์ กรุงเทพฯ 10100,0 2233 3316,https://goo.gl/maps/GgYUuAJw39ak4xZz6,จันทร์-ศุกร์ 08:00-16:00
197,สัมพันธวงศ์,ร้านซุ้ยล้ง ถังไม้สักโบราณ,ร้านค้า,1159 ถนนทรงวาด แขวงสัมพันธวงศ์ เขตสัมพันธวงศ์ กรุงเทพฯ 10100,"0 2233 8366, 0 2639 6900",https://goo.gl/maps/C4b5h6qQSbzT2WxC8,จันทร์-เสาร์ 08:00-17:00
198,สัมพันธวงศ์,ซุ้มประตูเฉลิมพระเกียรติ (Royal Jubilee Gate),ซุ้มประตู,685 ถนนตรีมิตร แขวงตลาดน้อย เขตสัมพันธวงศ์ กรุงเทพฯ 10100,,https://goo.gl/maps/bcqw7uT63kVWZYLDA,ไม่พบข้อมูล
199,สัมพันธวงศ์,มัสยิดหลวงโกชาอิศหาก,สถาปัตยกรรมจีน,979 ถนนทรงวาด แขวงสัมพันธวงศ์ เขตสัมพันธวงศ์ กรุงเทพฯ 10100,"0 2622 4946, 08 1439 2487",https://goo.gl/maps/ukHYRDZDAneCkVU99,ไม่พบข้อมูล
200,สัมพันธวงศ์,Loftel 22 Hostel,มัสยิด,952 ถนนเจริญกรุง แขวงสัมพันธวงศ์ เขตสัมพันธวงศ์ กรุงเทพฯ 10100,"0 2117 9322, 09 5250 4808",https://goo.gl/maps/5hGKe5V8qwu8BEqj8,เช็คอิน 14:00 เช็คเอาท์ 12:00
201,สัมพันธวงศ์,Dhammachard 1608 (บ้านธรรมชาติ),ที่พัก,1618 ถนนทรงวาด แขวงสัมพันธวงศ์ เขตสัมพันธวงศ์ กรุงเทพฯ 10100,"08 8493 9990, 06 4752 2103",https://goo.gl/maps/vV19DusKi38bQGJn7,ไม่พบข้อมูล
202,สัมพันธวงศ์,เป็ดตุ๋นเจ้าท่า,ที่พัก,945 ซอยวานิช 2 แขวงตลาดน้อย  เขตสัมพันธวงศ์ กรุงเทพฯ 10100,0 2233 2541,https://goo.gl/maps/URky3gR4jB2SvqZ47,จันทร์-เสาร์ 09:00-16:00 ปิดวันอาทิตย์
203,สัมพันธวงศ์,ก๋วยเตี๋ยวรู ตลาดน้อย,ร้านอาหาร,970/1 ถนนเจริญกรุง แขวงตลาดน้อย เขตสัมพันธวงศ์ กรุงเทพฯ 10100,0 2233 1697,https://goo.gl/maps/MCxkNWgEgDKsxuha6,เปิดทุกวัน 07:30-16:00 ปิดวันพุธสุดท้ายของเดือน
204,ตลิ่งชัน,ตลาดน้ำตลิ่งชัน,ตลาดน้ำ,ตลาดน้ำริมคลองชักพระ แขวงคลองชักพระ เขตตลิ่งชัน กรุงเทพมหานคร (หน้าสำนักงานเขตตลิ่งชัน),08 5832 1918,https://goo.gl/maps/yPZGp4aYgeHu9RGp8,เสาร์-อาทิตย์ 08:00-16:30
205,ตลิ่งชัน,วัดจำปา,วัด,27 หมู่ที่ 5 บ้านคลองบางระมาด ถนนพุทธมณฑลสาย 1 แขวงบางระมาด เขตตลิ่งชัน กรุงเทพมหานคร 10170,08 1498 6019,https://goo.gl/maps/2SFM1XQxvvbY2Dbk6,เปิดทุกวันตลอด 24 ชั่วโมง
206,ตลิ่งชัน,ชุมชนเกาะศาลเจ้า,ชุมชน,ถนนบรมราชชนนี แขวง ฉิมพลี เขตตลิ่งชัน กรุงเทพมหานคร 10170,08 7036 6322 (ติดต่อ : นายทวีศักดิ์ หว่างจันทร์ ประธานชุมชนวัดจำปา),https://goo.gl/maps/yvs4Nfh7wX66pxFCA,ไม่พบข้อมูล
207,ตลิ่งชัน,ตลาดน้ำวัดจำปา,ตลาดน้ำ,ซอยโชคสมบัติ แขวง บางระมาด เขตตลิ่งชัน กรุงเทพมหานคร 10170,"08 3253 5219, 08 9810 1770",https://goo.gl/maps/8TU6wHzr6ut8Gi3p7,เสาร์-อาทิตย์ 09:00-15:00
208,ตลิ่งชัน,ตลาดน้ำคลองลัดมะยม,ตลาดน้ำ,30/1 หมู่ที่ 15 ถนนบางระมาด แขวงบางระมาด เขตตลิ่งชัน กรุงเทพมหานคร 10170,"0 2422 4270, 08 9215 2659",https://goo.gl/maps/ZP8SG28hkmUYbBXv6,เสาร์-อาทิตย์ 08:00-17:00
209,ตลิ่งชัน,วัดเกาะ บางเชือกหนัง,วัด,15 ซอยราชพฤกษ์ 8 แยก 11 ถนนราชพฤกษ์ แขวงบางเชือกหนัง เขตตลิ่งชัน กรุงเทพมหานคร 10170,0 2410 7806 (โรงเรียนวัดเกาะ),https://goo.gl/maps/d4oikjp99Wc8y7Us9,ไม่พบข้อมูล
210,ตลิ่งชัน,วัดกาญจนสิงหาสน์วรวิหาร (วัดทอง),วัด,686 ริมคลองบางพรมฝั่งเหนือ แขวงคลองชักพระ เขตตลิ่งชัน กรุงเทพมหานคร 10170,0 2418 5067,https://goo.gl/maps/w9WNKGfkDZzfg8zG8,ไม่พบข้อมูล
211,ตลิ่งชัน,วัดศีลมหาสนิท,วัด (คริสต์),2 ซอยราชพฤกษ์ 36 ถนนราชพฤกษ์ แขวงตลิ่งชัน เขตตลิ่งชัน กรุงเทพมหานคร 10170,"0 2433 4529, 08 4512 2288",https://goo.gl/maps/fV3oo6jWX8ZGPDgB9,ไม่พบข้อมูล
212,ตลิ่งชัน,ศูนย์มานุษยวิทยาสิรินธร,ศูนย์ข้อมูลความรู้,20 ถนนบรมราชชนนี แขวงฉิมพลี เขตตลิ่งชัน กรุงเทพมหานคร 10170,0 2880 9429,https://goo.gl/maps/2hVZfFGsyESAzT8r8,จันทร์-ศุกร์ 08:30-16:30 เสาร์ 09:00-16:00 ปิดวันอาทิตย์
213,ตลิ่งชัน,พิพิธภัณฑ์คนโบราณ บ้านบางระมาด,พิพิธภัณฑ์,117 ซอยจำปา ถนนกาญจนาภิเษก แขวงบางระมาด เขตตลิ่งชัน กรุงเทพมหานคร 10170,08 8095 0759,https://goo.gl/maps/eFEHhehzvLvXSEki6,ไม่พบข้อมูล
214,ตลิ่งชัน,บ้านจักรยาน,โรงจัดแสดง,76/10 ซอย สวนผัก 6 แขวง ตลิ่งชัน เขตตลิ่งชัน กรุงเทพมหานคร 10170,"0 2424 4705, 09 4429 9227 (อาจารย์ทวีไทย บริบูรณ์ ผู้ก่อตั้ง)",https://goo.gl/maps/RbV4MqS5bbW1q1wSA,เปิดทุกวัน 08:00-21:00
215,ตลิ่งชัน,สวนกล้วยไม้ลุงนิยม,สวนเกษตร,1109/1 ซอย กำนัน แขวง บางเชือกหนัง เขตตลิ่งชัน กรุงเทพมหานคร 10170,09 4478 5260,https://goo.gl/maps/Qzc2EL2qFJKc22yM6,ไม่พบข้อมูล
216,ตลิ่งชัน,ศาลเจ้าเง็กฮกตึ้ง (เจ้าพ่อเห้งเจีย),ศาลเจ้าจีน,19 ถนนสวนผัก แขวงตลิ่งชัน เขตตลิ่งชัน กรุงเทพมหานคร 10170,"0 2435 1143, 0 2884 2522-3",https://goo.gl/maps/CvtBtYW5BT5GUK3u6,ไม่พบข้อมูล
217,ตลิ่งชัน,สวนมณฑลภิรมย์,สวนสาธารณะ,ถนนพุทธมณฑล สาย 1 แขวง บางระมาด เขตตลิ่งชัน กรุงเทพมหานคร 10170,0 2424 1415 (สำนักงานเขตตลิ่งชัน),https://goo.gl/maps/MDMHx5WuNx7gKU638,ไม่พบข้อมูล
218,ตลิ่งชัน,เดอะ เซอร์เคิล ราชพฤกษ์,คอมมูนิตี้มอลล์,39 ถนนราชพฤกษ์ แขวงบางระมาด เขตตลิ่งชัน กรุงเทพมหานคร 10170,0 2865 6850,https://goo.gl/maps/md1ecxTWGFboU4sQA,ไม่พบข้อมูล
219,ธนบุรี,พิพิธภัณฑ์ท้องถิ่นกรุงเทพมหานครเขตธนบุรี,พิพิธภัณฑ์,ชั้น 3 โรงเรียนสอนพุทธศาสนาวันอาทิตย์ วัดประยุรวงศาวาสวรวิหาร ถนนประชาธิปก แขวงวัดกัลยาณ์ เขตธนบุรี กรุงเทพมหานคร 10600,0 2465 5552,https://maps.app.goo.gl/thGMJrag7zPwrA13A,ไม่พบข้อมูล
220,ธนบุรี,พระบรมราชานุสาวรีย์สมเด็จพระเจ้ากรุงธนบุรี,อนุสาวรีย์,86 ถนนลาดหญ้า แขวงบางยี่เรือ เขตธนบุรี กรุงเทพมหานคร 10600,,https://maps.app.goo.gl/VVkxaVaXPxS6x1Z5A,ไม่พบข้อมูล
221,ธนบุรี,ชุมชนกุฎีจีน,ชุมชน,271 ซอยกุฎีจีน3 ถนนเทศบาลสาย1 แขวงวัดกัลยาณ์ เขตธนบุรีกรุงเทพมหานคร 10600,08 1772 5184,https://maps.app.goo.gl/y1AA7s25yisUeFxG9,ไม่พบข้อมูล
222,ธนบุรี,ชุมชนวัดบางไส้ไก่,ชุมชน,ชุมชนบางไส้ไก่ ซอยอิสรภาพ 15 ถนนอิสรภาพ แขวงหิรัญรูจี เขตธนบุรีกรุงเทพมหานคร 10600,08 1513 6649 (ประธานชุมชน),https://maps.app.goo.gl/Dtp5HxrUgibXFGLdA,ไม่พบข้อมูล
223,ธนบุรี,ชุมชนตลาดพลู,ชุมชน,ซอยเทิดไท 20 แขวงตลาดพลู เขตธนบุรี กรุงเทพมหานคร 10600,,https://maps.app.goo.gl/EGFYTRiHBc34E2X97,ไม่พบข้อมูล
224,ธนบุรี,คริสตจักรที่ 1 สำเหร่,ศาสนสถาน,37 ซอยเจริญนคร 59 แขวงสำเหร่ เขตธนบุรี กรุงเทพมหานคร 10600,0 2877 7287,https://maps.app.goo.gl/K48z9txfmBzxPb226,ไม่พบข้อมูล
225,ธนบุรี,มัสยิดบางหลวง,ศาสนสถาน,151 ถนนอรุณอมรินทร์ แขวงวัดกัลยา เขตธนบุรี กรุงเทพมหานคร 10600,0 2466 6157,https://maps.app.goo.gl/8wE9RWoho71Jae578,ไม่พบข้อมูล
226,ธนบุรี,วัดกัลยาณมิตรวรมหาวิหาร,ศาสนสถาน,"371 ถนนอรุณอัมรินทร์ตัดใหม่ (ถนนเทศบาลสาย3) แขวงวัดกัลยาณ์
เขตธนบุรี กรุงเทพมหานคร 10600","0 2466 4665, 08 6709 2829",https://maps.app.goo.gl/YDHjtoEcugezrUeU9,ไม่พบข้อมูล
227,ธนบุรี,วัดประยุรวงศาวาสวรวิหาร,ศาสนสถาน,24 ถนนประชาธิปก แขวงวัดกัลยา เขตธนบุรี กรุงเทพมหานคร 10600,0 2466 1693,https://maps.app.goo.gl/thGMJrag7zPwrA13A,ไม่พบข้อมูล
228,ธนบุรี,ศาลเจ้าเกียนอันเกง,ศาสนสถาน,230 ถนนเทศบาล แขวงวัดกัลยา เขตธนบุรี กรุงเทพมหานคร 10600,09 1769 0824,https://maps.app.goo.gl/MLaDDsfc1ButHFXeA,ไม่พบข้อมูล
229,ธนบุรี,วัดบุคคโล,ศาสนสถาน,142 เจริญนครซอย 63 แขวงบุคคโล เขตธนบุรี กรุงเทพมหานคร 10600,0 2468 7639,https://maps.app.goo.gl/FFxx1P7qAb94pdb7A,ไม่พบข้อมูล
230,ธนบุรี,วัดซางตาครู้ส,ศาสนสถาน,112 ซอยกุฎีจีน ถนนอรุณอัมรินทร์ แขวงวัดกัลยาณ์ เขตธนบุรี กรุงเทพมหานคร 10600,"0 2472 0153-4, 09 0415 3728",https://maps.app.goo.gl/mALKWYPzLmbc2otL7,ไม่พบข้อมูล
231,ธนบุรี,วัดเวฬุราชิน,ศาสนสถาน,154 ถนนเทิดไท แขวงบางยี่เรือ เขตธนบุรี กรุงเทพมหานคร 10600,"0 2472 3019, 08 9616 7553",https://maps.app.goo.gl/L4uz3iBN9pr9B35a8,ไม่พบข้อมูล
232,ธนบุรี,วัดโพธินิมิตสถิตมหาสีมาราม,ศาสนสถาน,96 ซอยเทอดไท 19 แขวงบางยี่เรือ เขตธนบุรี กรุงเทพมหานคร 10600,"0 2465 7337, 08 9455 5511",https://maps.app.goo.gl/bpbAniMcJm2s1SMb8,ไม่พบข้อมูล
233,ธนบุรี,วัดขุนจันทร์,ศาสนสถาน,1144 เทอดไท28 แขวงตลาดพลู เขตธนบุรี กรุงเทพมหานคร 10600,"0 2465 1901, 08 3836 0071",https://maps.app.goo.gl/z29dWp7QypBEdv8j6,ไม่พบข้อมูล
234,ทุ่งครุ,วัดหลวงพ่อโอภาสี,วัด,72/3 ซอยพุทธบูชา แขวงบางมด เขตทุ่งครุ กรุงเทพมหานคร 10140,08 1588 9848,https://maps.app.goo.gl/BhX6tHknnZbNxQQX7,ไม่พบข้อมูล
235,ทุ่งครุ,วัดพุทธบูชา,วัด,172 ถนนพุทธบูชา 30 แขวงบางมด เขตทุ่งครุ กรุงเทพมหานคร 10140,0 2426 4962,https://maps.app.goo.gl/v8SYP8fLt6BSUKcW8,ไม่พบข้อมูล
236,ทุ่งครุ,กำปงในดงปรือ,ชุมชน,ซอยพุทธบูชา 36 แขวงบางมด เขตทุ่งครุ กรุงเทพมหานคร 10140,08 3024 8107,https://maps.app.goo.gl/S5Ykgq9vj1kn411q9,ไม่พบข้อมูล
237,ทุ่งครุ,สวนธนบุรีรมย์,สวนสาธารณะ,203 หมู่ 2 ถนนประชาอุทิศ แขวงบางมด เขตทุ่งครุ กรุงเทพมหานคร 10140,08 1430 3149,https://maps.app.goo.gl/Qi1d9fBdjmSEFTTMA,ไม่พบข้อมูล
238,ทุ่งครุ,พิพิธภัณฑ์เด็กทุ่งครุ,พิพิธภัณฑ์,10 ถนนประชาอุทิศ แขวงบางมด เขตทุ่งครุ กรุงเทพมหานคร 10140,0 2426 3623,https://maps.app.goo.gl/zibqvvPXEKhuXpYP7,ไม่พบข้อมูล
239,ทุ่งครุ,โรงละครช้าง,โรงเรียนสอนการเต้น,700 ซอยประชาอุทิศ 59 แขวงบางมด เขตทุ่งครุ กรุงเทพมหานคร 10140,09 3545 1598,https://maps.app.goo.gl/6uJyjpizAnH5DJLd8,ไม่พบข้อมูล
240,ทุ่งครุ,วัดทุ่งครุ,วัด,ซอยประชาอุทิศ 84 ถนนประชาอุทิศ แขวงทุ่งครุ เขตทุ่งครุ กรุงเทพมหานคร 10140,08 2062 0063,https://maps.app.goo.gl/gT68pF3yqExEapwt5,ไม่พบข้อมูล
241,ทุ่งครุ,วัดบางมดโสธราราม,วัด,ซอยประชาอุทิศ 27 ถนนประชาอุทิศ แขวงบางมด กรุงเทพมหานคร 10140,09 8964 5999,https://maps.app.goo.gl/nExfjGgcCaBnT4yc9,ไม่พบข้อมูล
242,ทุ่งครุ,ตลาดมดตะนอย,ตลาด,มัสยิดนูรุ้ลหุดา ถนนพุทธบูชาซอย36 แยก 8 แขวงบางมด เขตทุ่งครุ กรุงเทพมหานคร 10140,08 1552 4643,https://maps.app.goo.gl/DHQ5bGTW1d9bGWaF8,ไม่พบข้อมูล
243,ทุ่งครุ,ริมคลองบางมด,พื้นที่สาธารณะ,แขวงบางมด เขตทุ่งครุ กรุงเทพมหานคร 10140,,https://maps.app.goo.gl/RKyjtgB4Aww8UoZB9,ไม่พบข้อมูล
244,ทุ่งครุ,ศูนย์กีฬาเฉลิมพระเกียรติ,ศูนย์กีฬา,60/1 ถนนพุทธบูชา แขวงบางมด เขตทุ่งครุ กรุงเทพมหานคร 10140,0 2426 2267,https://maps.app.goo.gl/XevaX1sKmznB5hXp9,ไม่พบข้อมูล
245,ทุ่งครุ,ห้องสมุดเพื่อการเรียนรู้ทุ่งครุ,ห้องสมุด,377/1 ถนนพุทธบูชา แขวงบางมด เขตทุ่งครุ กรุงเทพมหานคร 10140,0 2426 5257,https://maps.app.goo.gl/oAxeYfJirjnkp9iJA,ไม่พบข้อมูล
246,ทุ่งครุ,ตลาดใหม่ทุ่งครุ,ตลาด,ซอยประชาอุทิศ 61 ถนนประชาอุทิศฝั่งซ้าย แขวงบางมด เขตทุ่งครุ กรุงเทพมหานคร 10140,0 2427 8735-6,https://maps.app.goo.gl/GSisYcnkywBPi1aX8,ไม่พบข้อมูล
247,ทุ่งครุ,มัสยิดอัลอิสติกอมะห์,มัสยิด,489/1 ถนนประชาอุทิศ แขวงบางมด เขตทุ่งครุ กรุงเทพมหานคร 10140,,https://maps.app.goo.gl/RAdYpV8eYCjdK4Sh8,ไม่พบข้อมูล
